date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'KER.PA')","('high', 'KER.PA')","('low', 'KER.PA')","('close', 'KER.PA')","('adj_close', 'KER.PA')","('volume', 'KER.PA')","('currency', '')"
2025-01-20,243.0,248.25,240.8000030517578,247.5500030517578,242.18946838378906,348064,,,,,,,,
2025-01-21,246.60000610351562,249.0,245.89999389648438,248.85000610351562,243.46131896972656,249473,,,,,,,,
2025-01-22,247.85000610351562,250.89999389648438,244.14999389648438,245.0,239.69468688964844,287057,,,,,,,,
2025-01-23,244.6999969482422,247.5,240.64999389648438,247.1999969482422,241.84703063964844,289533,,,,,,,,
2025-01-24,269.8999938964844,272.95001220703125,255.9499969482422,258.29998779296875,252.7066650390625,762189,,,,,,,,
2025-01-27,256.6499938964844,264.0,254.8000030517578,262.54998779296875,256.8646240234375,401836,,,,,,,,
2025-01-28,262.04998779296875,264.70001220703125,260.29998779296875,260.29998779296875,254.66336059570312,265898,,,,,,,,
2025-01-29,247.75,249.0500030517578,238.8000030517578,246.25,240.91761779785156,676509,,,,,,,,
2025-01-30,247.6999969482422,258.04998779296875,245.0500030517578,255.9499969482422,250.40756225585938,416215,,,,,,,,
2025-01-31,257.6000061035156,258.54998779296875,252.64999389648438,253.4499969482422,247.96170043945312,298147,,,,,,,,
2025-02-03,243.6999969482422,246.1999969482422,241.9499969482422,243.9499969482422,238.66741943359375,400347,,,,,,,,
2025-02-04,244.35000610351562,250.10000610351562,240.6999969482422,247.9499969482422,242.58079528808594,269816,,,,,,,,
2025-02-05,248.75,250.0,243.14999389648438,244.35000610351562,239.0587615966797,224133,,,,,,,,
2025-02-06,239.6999969482422,253.75,235.10000610351562,251.89999389648438,246.44525146484375,700364,,,,,,,,
2025-02-07,251.89999389648438,253.85000610351562,241.14999389648438,241.60000610351562,236.36831665039062,446542,,,,,,,,
2025-02-10,241.3000030517578,244.4499969482422,239.60000610351562,244.1999969482422,238.91200256347656,331983,,,,,,,,
2025-02-11,248.0,260.5,241.4499969482422,247.39999389648438,242.04270935058594,674134,,,,,,,,
2025-02-12,250.0,267.8500061035156,249.9499969482422,264.75,259.0169982910156,813405,,,,,,,,
2025-02-13,273.8999938964844,275.95001220703125,267.3500061035156,275.20001220703125,269.24072265625,600651,,,,,,,,
2025-02-14,279.54998779296875,283.3500061035156,275.8999938964844,280.0,273.936767578125,646964,,,,,,,,
2025-02-17,277.45001220703125,281.75,276.79998779296875,280.1000061035156,274.03460693359375,259123,,,,,,,,
2025-02-18,280.25,280.29998779296875,272.0,274.3500061035156,268.40911865234375,370897,,,,,,,,
2025-02-19,272.95001220703125,274.0,268.79998779296875,270.25,264.3979187011719,277917,,,,,,,,
2025-02-20,269.8500061035156,278.54998779296875,269.6499938964844,270.25,264.3979187011719,333214,,,,,,,,
2025-02-21,270.3500061035156,277.29998779296875,270.1000061035156,277.0,271.0017395019531,360825,,,,,,,,
2025-02-24,277.04998779296875,279.6000061035156,272.6499938964844,273.8999938964844,267.9688720703125,212295,,,,,,,,
2025-02-25,271.75,273.75,270.25,271.20001220703125,265.3273620605469,190581,,,,,,,,
2025-02-26,275.75,281.20001220703125,275.29998779296875,276.04998779296875,270.0722961425781,340111,,,,,,,,
2025-02-27,271.04998779296875,277.04998779296875,268.8999938964844,273.70001220703125,267.7732238769531,350081,,,,,,,,
2025-02-28,268.79998779296875,272.29998779296875,266.1499938964844,271.1000061035156,265.2294921875,500711,,,,,,,,
2025-03-03,269.70001220703125,275.5,268.45001220703125,268.6000061035156,262.78363037109375,207314,,,,,,,,
2025-03-04,264.45001220703125,265.5,253.0500030517578,255.5,249.96731567382812,389607,,,,,,,,
2025-03-05,262.8999938964844,264.04998779296875,257.3999938964844,259.04998779296875,253.4404296875,304447,,,,,,,,
2025-03-06,261.79998779296875,266.1499938964844,256.0,259.1000061035156,253.48936462402344,328995,,,,,,,,
2025-03-07,255.39999389648438,255.8000030517578,242.8000030517578,249.0,243.60806274414062,494916,,,,,,,,
2025-03-10,251.4499969482422,257.70001220703125,246.75,255.0,249.47813415527344,447291,,,,,,,,
2025-03-11,260.04998779296875,260.54998779296875,249.0500030517578,252.0,246.54310607910156,407041,,,,,,,,
2025-03-12,254.25,254.25,244.3000030517578,249.75,244.34182739257812,357245,,,,,,,,
2025-03-13,247.8000030517578,252.4499969482422,242.85000610351562,250.35000610351562,244.9288330078125,391631,,,,,,,,
2025-03-14,228.0,228.5,215.85000610351562,223.5500030517578,218.70916748046875,1416583,,,,,,,,
2025-03-17,223.64999389648438,223.8000030517578,216.89999389648438,217.39999389648438,212.6923370361328,473181,,,,,,,,
2025-03-18,217.6999969482422,219.25,214.9499969482422,217.1999969482422,212.49667358398438,447150,,,,,,,,
2025-03-19,215.9499969482422,217.39999389648438,212.9499969482422,214.4499969482422,209.80621337890625,409523,,,,,,,,
2025-03-20,214.4499969482422,215.35000610351562,210.39999389648438,210.39999389648438,205.8439178466797,423183,,,,,,,,
2025-03-21,208.1999969482422,209.9499969482422,202.14999389648438,206.8000030517578,202.32188415527344,708142,,,,,,,,
2025-03-24,207.0,208.10000610351562,198.89999389648438,202.39999389648438,198.01715087890625,563947,,,,,,,,
2025-03-25,201.9499969482422,205.1999969482422,200.10000610351562,201.10000610351562,196.7453155517578,451975,,,,,,,,
2025-03-26,200.5,204.64999389648438,199.52000427246094,202.10000610351562,197.72366333007812,412233,,,,,,,,
2025-03-27,201.0,204.85000610351562,200.5500030517578,202.25,197.8704071044922,341283,,,,,,,,
2025-03-28,199.89999389648438,202.5,199.10000610351562,199.24000549316406,194.9255828857422,404979,,,,,,,,
2025-03-31,196.67999267578125,197.60000610351562,190.3000030517578,190.9199981689453,186.78575134277344,534057,,,,,,,,
2025-04-01,193.22000122070312,193.9600067138672,190.1199951171875,191.44000244140625,187.29449462890625,400559,,,,,,,,
2025-04-02,191.0,193.8000030517578,190.63999938964844,192.0,187.8423614501953,328099,,,,,,,,
2025-04-03,185.89999389648438,188.94000244140625,177.32000732421875,177.5800018310547,173.734619140625,840586,,,,,,,,
2025-04-04,177.0,180.5800018310547,166.1199951171875,170.86000061035156,167.16014099121094,689265,,,,,,,,
2025-04-07,156.4199981689453,177.0,149.77999877929688,164.1199951171875,160.5660858154297,887253,,,,,,,,
2025-04-08,168.47999572753906,170.10000610351562,160.32000732421875,165.9199981689453,162.3271026611328,618693,,,,,,,,
2025-04-09,157.4199981689453,164.0,155.55999755859375,156.9199981689453,153.52198791503906,535729,,,,,,,,
2025-04-10,175.97999572753906,176.24000549316406,162.25999450683594,162.25999450683594,158.74635314941406,676209,,,,,,,,
2025-04-11,164.0,169.36000061035156,161.77999877929688,168.02000427246094,164.3816375732422,351939,,,,,,,,
2025-04-14,173.25999450683594,173.60000610351562,169.10000610351562,171.0,167.29710388183594,391932,,,,,,,,
2025-04-15,165.67999267578125,169.10000610351562,162.0800018310547,162.0800018310547,158.5702667236328,364191,,,,,,,,
2025-04-16,160.0800018310547,164.82000732421875,159.5399932861328,164.82000732421875,161.2509307861328,281182,,,,,,,,
2025-04-17,163.86000061035156,166.86000061035156,163.1199951171875,164.47999572753906,160.9182891845703,257072,,,,,,,,
2025-04-22,166.9600067138672,170.1999969482422,161.86000061035156,169.9199981689453,166.24049377441406,274861,,,,,,,,
2025-04-23,172.8000030517578,181.8000030517578,172.8000030517578,174.94000244140625,171.15179443359375,499428,,,,,,,,
2025-04-24,163.39999389648438,173.24000549316406,162.8000030517578,173.24000549316406,169.4886016845703,553990,,,,,,,,
2025-04-25,176.47999572753906,178.82000732421875,172.24000549316406,174.5,170.7213134765625,280094,,,,,,,,
2025-04-28,174.75999450683594,180.17999267578125,174.75999450683594,178.5,174.6346893310547,273108,,,,,,,,
2025-04-29,179.13999938964844,180.72000122070312,176.83999633789062,178.3800048828125,174.51730346679688,210500,,,,,,,,
2025-04-30,178.13999938964844,181.4199981689453,175.1999969482422,178.33999633789062,174.4781494140625,282779,,,,,,,,
2025-05-02,180.9600067138672,184.72000122070312,179.77999877929688,184.72000122070312,180.72000122070312,431176,,,,,,,,
2025-05-05,181.27999877929688,182.13999938964844,175.8800048828125,176.13999938964844,176.13999938964844,208763,,,,,,,,
2025-05-06,176.22000122070312,176.83999633789062,172.0,176.0,176.0,194024,,,,,,,,
2025-05-07,176.0,176.6999969482422,171.10000610351562,171.22000122070312,171.22000122070312,291624,,,,,,,,
2025-05-08,172.5,177.32000732421875,170.17999267578125,175.4600067138672,175.4600067138672,249866,,,,,,,,
2025-05-09,177.17999267578125,180.1999969482422,177.0,177.9199981689453,177.9199981689453,210249,,,,,,,,
2025-05-12,183.25999450683594,192.0,183.25999450683594,188.33999633789062,188.33999633789062,472859,,,,,,,,
2025-05-13,189.83999633789062,193.44000244140625,189.27999877929688,190.89999389648438,190.89999389648438,283860,,,,,,,,
2025-05-14,190.89999389648438,191.24000549316406,183.3800048828125,185.0,185.0,348402,,,,,,,,
2025-05-15,183.5,184.0,175.74000549316406,175.74000549316406,175.74000549316406,399274,,,,,,,,
2025-05-16,175.6999969482422,179.1199951171875,175.5399932861328,178.52000427246094,178.52000427246094,385539,,,,,,,,
2025-05-19,177.32000732421875,178.52000427246094,173.13999938964844,175.6199951171875,175.6199951171875,202562,,,,,,,,
2025-05-20,176.8000030517578,182.72000122070312,173.05999755859375,182.60000610351562,182.60000610351562,365750,,,,,,,,
2025-05-21,180.10000610351562,182.4199981689453,177.17999267578125,177.9600067138672,177.9600067138672,402769,,,,,,,,
2025-05-22,176.3000030517578,178.66000366210938,173.0399932861328,175.52000427246094,175.52000427246094,286854,,,,,,,,
2025-05-23,176.13999938964844,178.22000122070312,167.36000061035156,173.3000030517578,173.3000030517578,403585,,,,,,,,
2025-05-26,176.6199951171875,176.72000122070312,173.22000122070312,175.24000549316406,175.24000549316406,141283,,,,,,,,
2025-05-27,174.66000366210938,176.8000030517578,172.82000732421875,175.4600067138672,175.4600067138672,240037,,,,,,,,
2025-05-28,175.75999450683594,175.75999450683594,173.4600067138672,173.47999572753906,173.47999572753906,335198,,,,,,,,
2025-05-29,178.0800018310547,179.94000244140625,172.32000732421875,173.47999572753906,173.47999572753906,314693,,,,,,,,
2025-05-30,172.5399932861328,175.77999877929688,172.36000061035156,172.36000061035156,172.36000061035156,510311,,,,,,,,
2025-06-02,168.8000030517578,171.4600067138672,166.9600067138672,171.4199981689453,171.4199981689453,423722,,,,,,,,
2025-06-03,170.44000244140625,172.24000549316406,168.60000610351562,171.39999389648438,171.39999389648438,194053,,,,,,,,
2025-06-04,172.4199981689453,176.86000061035156,170.5,176.0,176.0,282654,,,,,,,,
2025-06-05,177.25999450683594,178.47999572753906,173.72000122070312,175.24000549316406,175.24000549316406,276976,,,,,,,,
2025-06-06,174.3800048828125,175.89999389648438,171.74000549316406,173.39999389648438,173.39999389648438,275625,,,,,,,,
2025-06-09,172.72000122070312,179.02000427246094,172.72000122070312,177.74000549316406,177.74000549316406,218438,,,,,,,,
2025-06-10,176.02000427246094,182.13999938964844,176.02000427246094,181.9199981689453,181.9199981689453,317429,,,,,,,,
2025-06-11,183.9199981689453,187.13999938964844,180.10000610351562,180.3000030517578,180.3000030517578,270144,,,,,,,,
2025-06-12,177.89999389648438,178.77999877929688,173.5800018310547,174.66000366210938,174.66000366210938,368535,,,,,,,,
2025-06-13,170.39999389648438,172.63999938964844,170.27999877929688,172.5800018310547,172.5800018310547,330565,,,,,,,,
2025-06-16,181.1999969482422,196.44000244140625,180.72000122070312,192.8800048828125,192.8800048828125,1039550,,,,,,,,
2025-06-17,188.13999938964844,193.86000061035156,181.66000366210938,185.0,185.0,653289,,,,,,,,
2025-06-18,184.8800048828125,187.3000030517578,177.10000610351562,180.66000366210938,180.66000366210938,400634,,,,,,,,
2025-06-19,177.74000549316406,179.0399932861328,172.5,174.89999389648438,174.89999389648438,380347,,,,,,,,
2025-06-20,176.0,181.9600067138672,175.8000030517578,179.02000427246094,179.02000427246094,2725434,,,,,,,,
2025-06-23,177.66000366210938,178.75999450683594,172.27999877929688,175.5,175.5,425385,,,,,,,,
2025-06-24,182.16000366210938,184.16000366210938,176.25999450683594,180.47999572753906,180.47999572753906,383084,,,,,,,,
2025-06-25,178.5,180.4199981689453,176.82000732421875,176.82000732421875,176.82000732421875,302898,,,,,,,,
2025-06-26,177.3800048828125,179.5,173.22000122070312,174.47999572753906,174.47999572753906,323945,,,,,,,,
2025-06-27,176.8000030517578,185.22000122070312,176.72000122070312,184.1999969482422,184.1999969482422,443921,,,,,,,,
2025-06-30,184.83999633789062,188.60000610351562,183.52000427246094,184.55999755859375,184.55999755859375,435348,,,,,,,,
2025-07-01,184.05999755859375,195.52000427246094,183.6199951171875,195.52000427246094,195.52000427246094,472237,,,,,,,,
2025-07-02,197.75999450683594,203.5,195.39999389648438,202.64999389648438,202.64999389648438,441552,,,,,,,,
2025-07-03,204.39999389648438,205.0,198.22000122070312,198.44000244140625,198.44000244140625,325972,,,,,,,,
2025-07-04,197.10000610351562,198.6999969482422,193.67999267578125,198.13999938964844,198.13999938964844,245695,,,,,,,,
2025-07-07,197.74000549316406,197.74000549316406,194.52000427246094,195.39999389648438,195.39999389648438,219798,,,,,,,,
2025-07-08,196.0800018310547,200.10000610351562,194.60000610351562,198.0,198.0,223115,,,,,,,,
2025-07-09,197.9199981689453,201.4499969482422,195.16000366210938,199.8000030517578,199.8000030517578,304792,,,,,,,,
2025-07-10,201.14999389648438,207.3000030517578,200.60000610351562,206.39999389648438,206.39999389648438,383156,,,,,,,,
2025-07-11,204.0,204.0500030517578,197.8000030517578,198.67999267578125,198.67999267578125,302829,,,,,,,,
2025-07-14,195.5,196.97999572753906,194.05999755859375,196.97999572753906,196.97999572753906,258952,,,,,,,,
2025-07-15,196.9600067138672,200.10000610351562,196.39999389648438,196.66000366210938,196.66000366210938,176452,,,,,,,,
2025-07-16,194.9600067138672,194.9600067138672,190.24000549316406,192.1999969482422,192.1999969482422,329658,,,,,,,,
2025-07-17,193.52000427246094,194.47999572753906,190.55999755859375,192.39999389648438,192.39999389648438,205400,,,,,,,,
2025-07-18,195.0800018310547,200.10000610351562,194.44000244140625,197.33999633789062,197.33999633789062,301617,,,,,,,,
2025-07-21,197.02000427246094,199.0800018310547,195.10000610351562,197.33999633789062,197.33999633789062,152164,,,,,,,,
2025-07-22,197.1199951171875,204.39999389648438,196.66000366210938,202.60000610351562,202.60000610351562,320448,,,,,,,,
2025-07-23,207.5500030517578,213.35000610351562,206.4499969482422,212.60000610351562,212.60000610351562,454907,,,,,,,,
2025-07-24,215.0,218.14999389648438,210.5,212.39999389648438,212.39999389648438,378038,,,,,,,,
2025-07-25,207.5,222.25,206.10000610351562,221.8000030517578,221.8000030517578,529043,,,,,,,,
2025-07-28,223.5,225.8000030517578,215.39999389648438,215.89999389648438,215.89999389648438,323930,,,,,,,,
2025-07-29,216.64999389648438,218.5500030517578,212.0500030517578,212.4499969482422,212.4499969482422,345978,,,,,,,,
2025-07-30,218.8000030517578,223.9499969482422,215.25,215.89999389648438,215.89999389648438,431811,,,,,,,,
2025-07-31,213.5500030517578,220.5,211.10000610351562,216.5,216.5,425929,,,,,,,,
2025-08-01,217.0,218.75,212.60000610351562,216.14999389648438,216.14999389648438,409309,,,,,,,,
2025-08-04,216.3000030517578,217.0,211.35000610351562,215.0500030517578,215.0500030517578,237690,,,,,,,,
2025-08-05,216.10000610351562,216.9499969482422,210.9499969482422,211.39999389648438,211.39999389648438,201783,,,,,,,,
2025-08-06,212.3000030517578,212.3000030517578,207.89999389648438,209.25,209.25,218028,,,,,,,,
2025-08-07,209.75,216.1999969482422,208.25,213.10000610351562,213.10000610351562,232158,,,,,,,,
2025-08-08,213.6999969482422,217.60000610351562,211.75,215.64999389648438,215.64999389648438,156322,,,,,,,,
2025-08-11,216.8000030517578,218.85000610351562,212.35000610351562,213.10000610351562,213.10000610351562,182769,,,,,,,,
2025-08-12,214.10000610351562,215.85000610351562,208.4499969482422,213.35000610351562,213.35000610351562,184463,,,,,,,,
2025-08-13,215.0,218.0500030517578,214.10000610351562,217.35000610351562,217.35000610351562,251234,,,,,,,,
2025-08-14,216.3000030517578,216.89999389648438,210.5500030517578,211.75,211.75,197029,,,,,,,,
2025-08-15,212.35000610351562,213.1999969482422,210.1999969482422,211.64999389648438,211.64999389648438,146225,,,,,,,,
2025-08-18,211.4499969482422,211.64999389648438,209.1999969482422,210.25,210.25,172540,,,,,,,,
2025-08-19,209.35000610351562,218.1999969482422,209.35000610351562,216.5,216.5,235282,,,,,,,,
2025-08-20,215.0,222.3000030517578,214.35000610351562,221.64999389648438,221.64999389648438,212024,,,,,,,,
2025-08-21,220.5500030517578,221.25,216.64999389648438,218.35000610351562,218.35000610351562,152599,,,,,,,,
2025-08-22,217.0500030517578,225.6999969482422,217.0500030517578,223.8000030517578,223.8000030517578,230855,,,,,,,,
2025-08-25,223.14999389648438,227.39999389648438,221.6999969482422,224.25,224.25,265048,,,,,,,,
2025-08-26,222.5500030517578,228.64999389648438,220.89999389648438,225.4499969482422,225.4499969482422,352080,,,,,,,,
2025-08-27,224.9499969482422,231.8000030517578,224.4499969482422,229.5,229.5,288717,,,,,,,,
2025-08-28,229.5,239.85000610351562,229.10000610351562,235.0,235.0,354697,,,,,,,,
2025-08-29,233.0,235.0,229.14999389648438,229.14999389648438,229.14999389648438,316665,,,,,,,,
2025-09-01,229.64999389648438,233.8000030517578,228.60000610351562,229.8000030517578,229.8000030517578,112598,,,,,,,,
2025-09-02,234.3000030517578,240.3000030517578,234.10000610351562,238.60000610351562,238.60000610351562,470651,,,,,,,,
2025-09-03,239.6999969482422,240.9499969482422,234.4499969482422,236.4499969482422,236.4499969482422,297910,,,,,,,,
2025-09-04,235.35000610351562,240.0500030517578,231.0,232.64999389648438,232.64999389648438,233786,,,,,,,,
2025-09-05,233.89999389648438,239.35000610351562,231.0,237.35000610351562,237.35000610351562,273588,,,,,,,,
2025-09-08,237.89999389648438,239.10000610351562,235.0500030517578,238.89999389648438,238.89999389648438,210388,,,,,,,,
2025-09-09,238.4499969482422,241.1999969482422,232.0,233.25,233.25,284626,,,,,,,,
2025-09-10,233.1999969482422,234.6999969482422,229.0500030517578,233.5,233.5,211740,,,,,,,,
2025-09-11,237.4499969482422,242.1999969482422,235.89999389648438,239.14999389648438,239.14999389648438,441030,,,,,,,,
2025-09-12,239.6999969482422,243.4499969482422,235.9499969482422,241.3000030517578,241.3000030517578,196420,,,,,,,,
2025-09-15,242.0,255.4499969482422,241.75,255.35000610351562,255.35000610351562,495743,,,,,,,,
2025-09-16,259.0,267.0,257.8500061035156,263.29998779296875,263.29998779296875,574175,,,,,,,,
2025-09-17,265.0,268.6000061035156,262.1000061035156,266.95001220703125,266.95001220703125,402763,,,,,,,,
2025-09-18,266.6499938964844,271.95001220703125,265.04998779296875,268.75,268.75,392812,,,,,,,,
2025-09-19,269.6499938964844,275.79998779296875,267.95001220703125,267.95001220703125,267.95001220703125,744854,,,,,,,,
2025-09-22,267.25,268.54998779296875,262.6000061035156,265.0,265.0,205369,,,,,,,,
2025-09-23,267.0,274.95001220703125,265.45001220703125,270.0,270.0,378979,,,,,,,,
2025-09-24,271.75,274.54998779296875,270.0,273.3999938964844,273.3999938964844,294788,,,,,,,,
2025-09-25,272.70001220703125,275.1499938964844,270.6000061035156,270.8999938964844,270.8999938964844,249684,,,,,,,,
2025-09-26,270.6000061035156,275.0,267.6000061035156,275.0,275.0,315748,,,,,,,,
2025-09-29,278.5,287.95001220703125,275.5,287.95001220703125,287.95001220703125,433725,,,,,,,,
2025-09-30,287.95001220703125,288.3999938964844,279.95001220703125,282.54998779296875,282.54998779296875,322056,,,,,,,,
2025-10-01,283.1499938964844,284.79998779296875,276.20001220703125,283.3500061035156,283.3500061035156,205707,,,,,,,,
2025-10-02,287.0,289.25,285.79998779296875,286.8999938964844,286.8999938964844,249730,,,,,,,,
2025-10-03,288.75,297.8500061035156,285.29998779296875,297.8500061035156,297.8500061035156,247901,,,,,,,,
2025-10-06,295.20001220703125,296.0,287.20001220703125,292.3999938964844,292.3999938964844,259844,,,,,,,,
2025-10-07,298.70001220703125,314.1000061035156,296.3500061035156,309.20001220703125,309.20001220703125,711864,,,,,,,,
2025-10-08,305.8999938964844,317.3999938964844,299.20001220703125,314.79998779296875,314.79998779296875,317317,,,,,,,,
2025-10-09,321.1000061035156,321.6000061035156,311.79998779296875,312.1000061035156,312.1000061035156,323398,,,,,,,,
2025-10-10,318.3999938964844,322.25,308.3999938964844,309.0,309.0,380179,,,,,,,,
2025-10-13,310.04998779296875,317.6499938964844,299.8500061035156,303.75,303.75,360905,,,,,,,,
2025-10-14,301.70001220703125,301.8500061035156,295.3500061035156,298.8999938964844,298.8999938964844,370359,,,,,,,,
2025-10-15,324.3999938964844,325.20001220703125,313.0,313.1499938964844,313.1499938964844,590836,,,,,,,,
2025-10-16,309.0,311.04998779296875,302.79998779296875,308.5,308.5,359651,,,,,,,,
2025-10-17,305.3500061035156,311.0,302.75,309.54998779296875,309.54998779296875,322355,,,,,,,,
2025-10-20,324.95001220703125,326.5,318.79998779296875,324.5,324.5,442879,,,,,,,,
2025-10-21,325.20001220703125,330.6000061035156,323.0,324.0,324.0,338912,,,,,,,,
2025-10-22,319.79998779296875,323.04998779296875,314.25,317.29998779296875,317.29998779296875,384096,,,,,,,,
2025-10-23,332.5,354.20001220703125,332.3500061035156,344.95001220703125,344.95001220703125,712183,,,,,,,,
2025-10-24,340.1000061035156,341.5,327.5,331.6499938964844,331.6499938964844,391108,,,,,,,,
2025-10-27,332.5,334.6499938964844,326.3999938964844,327.8999938964844,327.8999938964844,232185,,,,,,,,
2025-10-28,327.8500061035156,331.75,326.79998779296875,327.8999938964844,327.8999938964844,197477,,,,,,,,
2025-10-29,325.79998779296875,328.70001220703125,322.54998779296875,325.8999938964844,325.8999938964844,192381,,,,,,,,
2025-10-30,320.5,320.79998779296875,311.6000061035156,313.04998779296875,313.04998779296875,372033,,,,,,,,
2025-10-31,309.6000061035156,312.0,303.45001220703125,306.79998779296875,306.79998779296875,350244,,,,,,,,
2025-11-03,307.29998779296875,309.1499938964844,304.0,304.6000061035156,304.6000061035156,231321,,,,,,,,
2025-11-04,300.6000061035156,303.45001220703125,295.0,302.70001220703125,302.70001220703125,260695,,,,,,,,
2025-11-05,294.5,305.75,293.79998779296875,302.8500061035156,302.8500061035156,216440,,,,,,,,
2025-11-06,302.95001220703125,303.1000061035156,290.20001220703125,291.3999938964844,291.3999938964844,301655,,,,,,,,
2025-11-07,292.1000061035156,300.1499938964844,291.3999938964844,299.8999938964844,299.8999938964844,289804,,,,,,,,
2025-11-10,307.20001220703125,311.25,304.8999938964844,310.45001220703125,310.45001220703125,228185,,,,,,,,
2025-11-11,311.0,317.6499938964844,310.45001220703125,316.6499938964844,316.6499938964844,201624,,,,,,,,
2025-11-12,318.8999938964844,320.8999938964844,314.1499938964844,314.1499938964844,314.1499938964844,233823,,,,,,,,
2025-11-13,316.8999938964844,325.54998779296875,316.8999938964844,321.3500061035156,321.3500061035156,277604,,,,,,,,
2025-11-14,321.0,322.1499938964844,313.45001220703125,320.6000061035156,320.6000061035156,264316,,,,,,,,
2025-11-17,316.6000061035156,319.70001220703125,312.6499938964844,313.45001220703125,313.45001220703125,171534,,,,,,,,
2025-11-18,310.0,310.79998779296875,305.8500061035156,309.79998779296875,309.79998779296875,312027,,,,,,,,
2025-11-19,306.6000061035156,307.45001220703125,296.75,296.75,296.75,398457,,,,,,,,
2025-11-20,300.0,303.29998779296875,292.8500061035156,294.6000061035156,294.6000061035156,304444,,,,,,,,
2025-11-21,289.45001220703125,301.3500061035156,287.0,296.20001220703125,296.20001220703125,432119,,,,,,,,
2025-11-24,299.04998779296875,299.8500061035156,294.0,295.6499938964844,295.6499938964844,412760,,,,,,,,
2025-11-25,297.70001220703125,300.04998779296875,293.3999938964844,298.3500061035156,298.3500061035156,162567,,,,,,,,
2025-11-26,301.04998779296875,303.0,296.79998779296875,298.8500061035156,298.8500061035156,198482,,,,,,,,
2025-11-27,298.8999938964844,299.54998779296875,294.8500061035156,296.20001220703125,296.20001220703125,115442,,,,,,,,
2025-11-28,296.79998779296875,298.75,292.79998779296875,292.79998779296875,292.79998779296875,190307,,,,,,,,
2025-12-01,291.0,299.5,289.95001220703125,299.5,299.5,231504,,,,,,,,
2025-12-02,299.20001220703125,301.3999938964844,294.5,294.5,294.5,152138,,,,,,,,
2025-12-03,290.6499938964844,294.04998779296875,285.70001220703125,293.8999938964844,293.8999938964844,180645,,,,,,,,
2025-12-04,296.0,296.04998779296875,290.70001220703125,295.3500061035156,295.3500061035156,217700,,,,,,,,
2025-12-05,293.25,299.1499938964844,291.95001220703125,295.5,295.5,145449,,,,,,,,
2025-12-08,294.29998779296875,295.70001220703125,291.04998779296875,291.8999938964844,291.8999938964844,116147,,,,,,,,
2025-12-09,291.5,292.20001220703125,283.45001220703125,286.5,286.5,254221,,,,,,,,
2025-12-10,287.5,291.8999938964844,283.5,288.79998779296875,288.79998779296875,205975,,,,,,,,
2025-12-11,290.0,293.1000061035156,285.5,291.8500061035156,291.8500061035156,236965,,,,,,,,
2025-12-12,293.3999938964844,299.0,292.8999938964844,296.20001220703125,296.20001220703125,213413,,,,,,,,
2025-12-15,296.29998779296875,307.8999938964844,296.29998779296875,304.04998779296875,304.04998779296875,315115,,,,,,,,
2025-12-16,300.45001220703125,309.8999938964844,299.6499938964844,309.8999938964844,309.8999938964844,293577,,,,,,,,
2025-12-17,306.3500061035156,315.75,305.75,313.0,313.0,274078,,,,,,,,
2025-12-18,311.25,313.6499938964844,305.29998779296875,310.29998779296875,310.29998779296875,300235,,,,,,,,
2025-12-19,308.29998779296875,310.3999938964844,299.45001220703125,302.54998779296875,302.54998779296875,520990,,,,,,,,
2025-12-22,301.0,307.04998779296875,300.95001220703125,305.1499938964844,305.1499938964844,148585,,,,,,,,
2025-12-23,303.8999938964844,304.20001220703125,299.3999938964844,299.45001220703125,299.45001220703125,152951,,,,,,,,
2025-12-24,297.6499938964844,303.6000061035156,296.6000061035156,303.6000061035156,303.6000061035156,41102,,,,,,,,
2025-12-29,303.25,304.25,298.75,299.0,299.0,120906,,,,,,,,
2025-12-30,298.54998779296875,303.3999938964844,297.54998779296875,300.5,300.5,137478,,,,,,,,
2025-12-31,298.70001220703125,300.45001220703125,298.70001220703125,299.1499938964844,299.1499938964844,2943,,,,,,,,
,KER.PA,KER.PA,KER.PA,KER.PA,KER.PA,KER.PA,,,,,,,,
