date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'STLAP.PA')","('high', 'STLAP.PA')","('low', 'STLAP.PA')","('close', 'STLAP.PA')","('adj_close', 'STLAP.PA')","('volume', 'STLAP.PA')","('currency', '')"
2025-06-06,8.505000114440918,8.723999977111816,8.498000144958496,8.673999786376953,8.673999786376953,2060865,,,,,,,,
2025-06-09,8.623000144958496,8.779999732971191,8.593999862670898,8.723999977111816,8.723999977111816,2150390,,,,,,,,
2025-06-10,8.791999816894531,9.190999984741211,8.791999816894531,9.170000076293945,9.170000076293945,3965320,,,,,,,,
2025-06-11,9.215999603271484,9.25,9.017999649047852,9.026000022888184,9.026000022888184,1879052,,,,,,,,
2025-06-12,8.881999969482422,8.944999694824219,8.723999977111816,8.779000282287598,8.779000282287598,3053628,,,,,,,,
2025-06-13,8.479999542236328,8.612000465393066,8.449999809265137,8.47700023651123,8.47700023651123,3725143,,,,,,,,
2025-06-16,8.454999923706055,8.633000373840332,8.454999923706055,8.543000221252441,8.543000221252441,2106474,,,,,,,,
2025-06-17,8.538999557495117,8.829999923706055,8.407999992370605,8.407999992370605,8.407999992370605,2578245,,,,,,,,
2025-06-18,8.383999824523926,8.420000076293945,8.270000457763672,8.32800006866455,8.32800006866455,1824834,,,,,,,,
2025-06-19,8.241999626159668,8.29699993133545,8.152999877929688,8.152999877929688,8.152999877929688,2461642,,,,,,,,
2025-06-20,8.234000205993652,8.35200023651123,8.192000389099121,8.192000389099121,8.192000389099121,4707574,,,,,,,,
2025-06-23,8.116999626159668,8.116999626159668,7.9629998207092285,8.008000373840332,8.008000373840332,3212378,,,,,,,,
2025-06-24,8.276000022888184,8.369999885559082,8.175999641418457,8.260000228881836,8.260000228881836,3042189,,,,,,,,
2025-06-25,8.456000328063965,8.694000244140625,8.399999618530273,8.515000343322754,8.515000343322754,4319515,,,,,,,,
2025-06-26,8.54800033569336,8.559000015258789,8.3100004196167,8.42300033569336,8.42300033569336,2287097,,,,,,,,
2025-06-27,8.53600025177002,8.843999862670898,8.51200008392334,8.812000274658203,8.812000274658203,3674547,,,,,,,,
2025-06-30,8.819000244140625,8.854999542236328,8.508000373840332,8.508000373840332,8.508000373840332,3031747,,,,,,,,
2025-07-01,8.5,8.616000175476074,8.300000190734863,8.609000205993652,8.609000205993652,3578252,,,,,,,,
2025-07-02,8.685999870300293,8.855999946594238,8.60099983215332,8.739999771118164,8.739999771118164,6541683,,,,,,,,
2025-07-03,8.765000343322754,8.88700008392334,8.637999534606934,8.744999885559082,8.744999885559082,2776318,,,,,,,,
2025-07-04,8.6899995803833,8.708000183105469,8.513999938964844,8.57699966430664,8.57699966430664,2595077,,,,,,,,
2025-07-07,8.440999984741211,8.569999694824219,8.289999961853027,8.406999588012695,8.406999588012695,2675053,,,,,,,,
2025-07-08,8.418000221252441,8.70199966430664,8.357000350952148,8.63599967956543,8.63599967956543,2925808,,,,,,,,
2025-07-09,8.62600040435791,8.789999961853027,8.46500015258789,8.699999809265137,8.699999809265137,3519165,,,,,,,,
2025-07-10,8.772000312805176,9.017000198364258,8.722999572753906,9.010000228881836,9.010000228881836,3088828,,,,,,,,
2025-07-11,8.850000381469727,8.899999618530273,8.524999618530273,8.600000381469727,8.600000381469727,3496361,,,,,,,,
2025-07-14,8.404999732971191,8.57699966430664,8.399999618530273,8.434000015258789,8.434000015258789,2180091,,,,,,,,
2025-07-15,8.496999740600586,8.666000366210938,8.496999740600586,8.531000137329102,8.531000137329102,4418887,,,,,,,,
2025-07-16,8.199999809265137,8.284000396728516,8.003999710083008,8.008000373840332,8.008000373840332,5602529,,,,,,,,
2025-07-17,8.123000144958496,8.239999771118164,8.09000015258789,8.178999900817871,8.178999900817871,3304912,,,,,,,,
2025-07-18,8.065999984741211,8.086000442504883,7.78000020980835,7.913000106811523,7.913000106811523,4868609,,,,,,,,
2025-07-21,7.650000095367432,8.112000465393066,7.619999885559082,8.039999961853027,8.039999961853027,8119905,,,,,,,,
2025-07-22,7.978000164031982,8.031999588012695,7.789999961853027,7.888000011444092,7.888000011444092,3233312,,,,,,,,
2025-07-23,8.0600004196167,8.668999671936035,8.03600025177002,8.595000267028809,8.595000267028809,7603055,,,,,,,,
2025-07-24,8.696000099182129,8.723999977111816,8.248000144958496,8.248000144958496,8.248000144958496,3765652,,,,,,,,
2025-07-25,8.1850004196167,8.498000144958496,8.118000030517578,8.498000144958496,8.498000144958496,4352829,,,,,,,,
2025-07-28,8.887999534606934,8.899999618530273,8.206000328063965,8.279999732971191,8.279999732971191,3865661,,,,,,,,
2025-07-29,8.156000137329102,8.569000244140625,7.874000072479248,8.28600025177002,8.28600025177002,5305371,,,,,,,,
2025-07-30,8.303000450134277,8.303000450134277,7.916999816894531,7.916999816894531,7.916999816894531,3762667,,,,,,,,
2025-07-31,7.900000095367432,7.947999954223633,7.71999979019165,7.764999866485596,7.764999866485596,4040835,,,,,,,,
2025-08-01,7.735000133514404,7.796000003814697,7.559999942779541,7.59499979019165,7.59499979019165,3779323,,,,,,,,
2025-08-04,7.603000164031982,7.7230000495910645,7.534999847412109,7.558000087738037,7.558000087738037,3006166,,,,,,,,
2025-08-05,7.574999809265137,7.625999927520752,7.451000213623047,7.586999893188477,7.586999893188477,2921391,,,,,,,,
2025-08-06,7.626999855041504,7.736000061035156,7.59499979019165,7.638999938964844,7.638999938964844,1932182,,,,,,,,
2025-08-07,7.692999839782715,7.932000160217285,7.571000099182129,7.901000022888184,7.901000022888184,3366334,,,,,,,,
2025-08-08,7.949999809265137,8.135000228881836,7.914999961853027,8.083000183105469,8.083000183105469,2045823,,,,,,,,
2025-08-11,8.116000175476074,8.1850004196167,8.019000053405762,8.019000053405762,8.019000053405762,4244462,,,,,,,,
2025-08-12,8.079999923706055,8.300000190734863,8.057999610900879,8.265999794006348,8.265999794006348,5576941,,,,,,,,
2025-08-13,8.25100040435791,8.28600025177002,8.12600040435791,8.265000343322754,8.265000343322754,3751249,,,,,,,,
2025-08-14,8.277999877929688,8.442000389099121,8.246000289916992,8.317999839782715,8.317999839782715,4407091,,,,,,,,
2025-08-15,8.484999656677246,8.49899959564209,8.36400032043457,8.416999816894531,8.416999816894531,2908584,,,,,,,,
2025-08-18,8.319999694824219,8.342000007629395,8.222999572753906,8.3100004196167,8.3100004196167,2072735,,,,,,,,
2025-08-19,8.303000450134277,8.598999977111816,8.303000450134277,8.574999809265137,8.574999809265137,4106004,,,,,,,,
2025-08-20,8.49899959564209,8.527000427246094,8.40999984741211,8.418999671936035,8.418999671936035,2574604,,,,,,,,
2025-08-21,8.404000282287598,8.434000015258789,8.246999740600586,8.286999702453613,8.286999702453613,2292261,,,,,,,,
2025-08-22,8.28600025177002,8.701000213623047,8.277000427246094,8.64900016784668,8.64900016784668,3534697,,,,,,,,
2025-08-25,8.637999534606934,8.64900016784668,8.51200008392334,8.562000274658203,8.562000274658203,2788864,,,,,,,,
2025-08-26,8.494000434875488,8.59000015258789,8.414999961853027,8.414999961853027,8.414999961853027,3663701,,,,,,,,
2025-08-27,8.449000358581543,8.484000205993652,8.17300033569336,8.175999641418457,8.175999641418457,3354880,,,,,,,,
2025-08-28,8.244000434875488,8.480999946594238,8.189000129699707,8.21500015258789,8.21500015258789,3501309,,,,,,,,
2025-08-29,8.208000183105469,8.312000274658203,8.088000297546387,8.178999900817871,8.178999900817871,2045242,,,,,,,,
2025-09-01,8.237000465393066,8.366999626159668,8.187000274658203,8.234000205993652,8.234000205993652,1958315,,,,,,,,
2025-09-02,8.272000312805176,8.338000297546387,8.017000198364258,8.017000198364258,8.017000198364258,2450368,,,,,,,,
2025-09-03,8.069000244140625,8.142000198364258,7.796999931335449,7.796999931335449,7.796999931335449,2906636,,,,,,,,
2025-09-04,7.809999942779541,7.849999904632568,7.6539998054504395,7.710999965667725,7.710999965667725,3781843,,,,,,,,
2025-09-05,7.829999923706055,7.9770002365112305,7.747000217437744,7.75,7.75,3375871,,,,,,,,
2025-09-08,7.7179999351501465,7.815000057220459,7.485000133514404,7.625999927520752,7.625999927520752,3027415,,,,,,,,
2025-09-09,7.622000217437744,7.754000186920166,7.5980000495910645,7.625999927520752,7.625999927520752,2324498,,,,,,,,
2025-09-10,7.625999927520752,7.677000045776367,7.414999961853027,7.4629998207092285,7.4629998207092285,3016814,,,,,,,,
2025-09-11,7.489999771118164,8.156000137329102,7.458000183105469,8.149999618530273,8.149999618530273,7860100,,,,,,,,
2025-09-12,8.14900016784668,8.149999618530273,7.883999824523926,7.98799991607666,7.98799991607666,4092382,,,,,,,,
2025-09-15,8.055999755859375,8.17300033569336,8.008000373840332,8.14900016784668,8.14900016784668,2577555,,,,,,,,
2025-09-16,8.173999786376953,8.32699966430664,8.104999542236328,8.145000457763672,8.145000457763672,4287872,,,,,,,,
2025-09-17,8.208999633789062,8.388999938964844,8.098999977111816,8.229999542236328,8.229999542236328,3980217,,,,,,,,
2025-09-18,8.239999771118164,8.510000228881836,8.21500015258789,8.392999649047852,8.392999649047852,3508382,,,,,,,,
2025-09-19,8.494999885559082,8.812000274658203,8.456000328063965,8.456000328063965,8.456000328063965,9556162,,,,,,,,
2025-09-22,8.378999710083008,8.380999565124512,8.142000198364258,8.232999801635742,8.232999801635742,3204553,,,,,,,,
2025-09-23,8.277000427246094,8.526000022888184,8.206000328063965,8.479000091552734,8.479000091552734,3342280,,,,,,,,
2025-09-24,8.319999694824219,8.340999603271484,8.152000427246094,8.190999984741211,8.190999984741211,5015926,,,,,,,,
2025-09-25,8.237000465393066,8.37600040435791,7.980000019073486,7.980999946594238,7.980999946594238,5428163,,,,,,,,
2025-09-26,7.980000019073486,8.081000328063965,7.8470001220703125,7.900000095367432,7.900000095367432,3295238,,,,,,,,
2025-09-29,7.875999927520752,8.013999938964844,7.697000026702881,7.982999801635742,7.982999801635742,2909697,,,,,,,,
2025-09-30,7.9730000495910645,7.982999801635742,7.814000129699707,7.870999813079834,7.870999813079834,3369989,,,,,,,,
2025-10-01,7.853000164031982,8.15999984741211,7.828000068664551,8.135000228881836,8.135000228881836,3683979,,,,,,,,
2025-10-02,8.350000381469727,8.95199966430664,8.329000473022461,8.812999725341797,8.812999725341797,11555918,,,,,,,,
2025-10-03,8.960000038146973,9.036999702453613,8.848999977111816,9.005999565124512,9.005999565124512,4189693,,,,,,,,
2025-10-06,9.159000396728516,9.369999885559082,9.031000137329102,9.319000244140625,9.319000244140625,7408418,,,,,,,,
2025-10-07,9.236000061035156,9.506999969482422,9.185999870300293,9.432000160217285,9.432000160217285,5469104,,,,,,,,
2025-10-08,9.239999771118164,9.494000434875488,9.220000267028809,9.309000015258789,9.309000015258789,3128023,,,,,,,,
2025-10-09,9.34000015258789,9.529999732971191,9.17300033569336,9.232999801635742,9.232999801635742,3122622,,,,,,,,
2025-10-10,9.4399995803833,9.484999656677246,8.5600004196167,8.5600004196167,8.5600004196167,7351513,,,,,,,,
2025-10-13,8.739999771118164,8.911999702453613,8.6850004196167,8.800999641418457,8.800999641418457,3546618,,,,,,,,
2025-10-14,8.664999961853027,8.664999961853027,8.326000213623047,8.371000289916992,8.371000289916992,5235901,,,,,,,,
2025-10-15,8.684000015258789,8.732000350952148,8.510000228881836,8.645000457763672,8.645000457763672,2976875,,,,,,,,
2025-10-16,8.692999839782715,8.854000091552734,8.609000205993652,8.829000473022461,8.829000473022461,3144355,,,,,,,,
2025-10-17,8.574000358581543,8.979999542236328,8.5600004196167,8.907999992370605,8.907999992370605,3243597,,,,,,,,
2025-10-20,9.003999710083008,9.218999862670898,8.852999687194824,9.11299991607666,9.11299991607666,2370016,,,,,,,,
2025-10-21,9.142000198364258,9.593000411987305,9.121000289916992,9.550000190734863,9.550000190734863,4039049,,,,,,,,
2025-10-22,9.555000305175781,9.59000015258789,9.23900032043457,9.347999572753906,9.347999572753906,2905273,,,,,,,,
2025-10-23,9.291999816894531,9.362000465393066,9.166000366210938,9.234999656677246,9.234999656677246,2090783,,,,,,,,
2025-10-24,9.274999618530273,9.449999809265137,9.222999572753906,9.449000358581543,9.449000358581543,1837636,,,,,,,,
2025-10-27,9.449000358581543,9.54699993133545,9.378999710083008,9.4350004196167,9.4350004196167,1955651,,,,,,,,
2025-10-28,9.416999816894531,9.638999938964844,9.404999732971191,9.586999893188477,9.586999893188477,3233783,,,,,,,,
2025-10-29,9.6899995803833,9.920000076293945,9.63700008392334,9.701000213623047,9.701000213623047,3816367,,,,,,,,
2025-10-30,9.618000030517578,9.651000022888184,8.611000061035156,8.85200023651123,8.85200023651123,11304925,,,,,,,,
2025-10-31,8.819999694824219,8.991999626159668,8.765999794006348,8.777000427246094,8.777000427246094,2382808,,,,,,,,
2025-11-03,8.77400016784668,9.057999610900879,8.762999534606934,8.847000122070312,8.847000122070312,3179684,,,,,,,,
2025-11-04,8.682999610900879,8.73900032043457,8.58899974822998,8.64900016784668,8.64900016784668,2305927,,,,,,,,
2025-11-05,8.454999923706055,8.90999984741211,8.418999671936035,8.807000160217285,8.807000160217285,2336322,,,,,,,,
2025-11-06,8.920000076293945,8.970000267028809,8.6850004196167,8.73799991607666,8.73799991607666,2135003,,,,,,,,
2025-11-07,8.800000190734863,8.880000114440918,8.630999565124512,8.720000267028809,8.720000267028809,1632330,,,,,,,,
2025-11-10,8.890000343322754,9.036999702453613,8.83899974822998,8.914999961853027,8.914999961853027,2319309,,,,,,,,
2025-11-11,8.925999641418457,9.390000343322754,8.914999961853027,9.279999732971191,9.279999732971191,2888028,,,,,,,,
2025-11-12,9.293999671936035,9.493000030517578,9.21399974822998,9.222999572753906,9.222999572753906,2224831,,,,,,,,
2025-11-13,9.321999549865723,9.376999855041504,9.196999549865723,9.251999855041504,9.251999855041504,1855837,,,,,,,,
2025-11-14,9.109999656677246,9.13599967956543,8.86299991607666,9.01099967956543,9.01099967956543,2352825,,,,,,,,
2025-11-17,8.963000297546387,9.045000076293945,8.729999542236328,8.793999671936035,8.793999671936035,2425917,,,,,,,,
2025-11-18,8.600000381469727,8.625,8.289999961853027,8.402999877929688,8.402999877929688,3817700,,,,,,,,
2025-11-19,8.40999984741211,8.513999938964844,8.347000122070312,8.451000213623047,8.451000213623047,2036704,,,,,,,,
2025-11-20,8.460000038146973,8.5,8.166999816894531,8.199999809265137,8.199999809265137,2173270,,,,,,,,
2025-11-21,8.031999588012695,8.486000061035156,8.01200008392334,8.446999549865723,8.446999549865723,2530992,,,,,,,,
2025-11-24,8.619999885559082,8.8100004196167,8.595999717712402,8.74899959564209,8.74899959564209,4194913,,,,,,,,
2025-11-25,8.800000190734863,9.128000259399414,8.697999954223633,9.04699993133545,9.04699993133545,3946400,,,,,,,,
2025-11-26,9.111000061035156,9.119999885559082,8.854000091552734,8.930000305175781,8.930000305175781,2104805,,,,,,,,
2025-11-27,8.909000396728516,9.125,8.899999618530273,9.017000198364258,9.017000198364258,2176490,,,,,,,,
2025-11-28,9.005999565124512,9.208000183105469,8.97700023651123,9.199000358581543,9.199000358581543,1975846,,,,,,,,
2025-12-01,9.10200023651123,9.319000244140625,9.027999877929688,9.222000122070312,9.222000122070312,2379155,,,,,,,,
2025-12-02,9.187999725341797,9.241000175476074,9.095000267028809,9.126999855041504,9.126999855041504,1571641,,,,,,,,
2025-12-03,9.42199993133545,9.899999618530273,9.42199993133545,9.824000358581543,9.824000358581543,6981558,,,,,,,,
2025-12-04,9.899999618530273,10.3100004196167,9.815999984741211,10.192000389099121,10.192000389099121,6229677,,,,,,,,
2025-12-05,10.279999732971191,10.494000434875488,10.263999938964844,10.411999702453613,10.411999702453613,4130019,,,,,,,,
2025-12-08,10.387999534606934,10.425999641418457,10.236000061035156,10.28600025177002,10.28600025177002,2537656,,,,,,,,
2025-12-09,10.246000289916992,10.326000213623047,10.081999778747559,10.119999885559082,10.119999885559082,3290707,,,,,,,,
2025-12-10,10.079999923706055,10.192000389099121,10.022000312805176,10.178000450134277,10.178000450134277,2796875,,,,,,,,
2025-12-11,10.092000007629395,10.11400032043457,9.815999984741211,10.026000022888184,10.026000022888184,2942539,,,,,,,,
2025-12-12,10.092000007629395,10.182000160217285,10.041999816894531,10.041999816894531,10.041999816894531,1888949,,,,,,,,
2025-12-15,10.100000381469727,10.270000457763672,10.01200008392334,10.100000381469727,10.100000381469727,3117979,,,,,,,,
2025-12-16,10.043999671936035,10.336000442504883,10.043999671936035,10.116000175476074,10.116000175476074,2010213,,,,,,,,
2025-12-17,10.130000114440918,10.149999618530273,9.932999610900879,10.02400016784668,10.02400016784668,2058139,,,,,,,,
2025-12-18,9.968000411987305,10.065999984741211,9.838000297546387,10.008000373840332,10.008000373840332,2868703,,,,,,,,
2025-12-19,9.973999977111816,10.022000312805176,9.885000228881836,9.902000427246094,9.902000427246094,2405244,,,,,,,,
2025-12-22,9.890000343322754,9.939000129699707,9.364999771118164,9.45300006866455,9.45300006866455,4130119,,,,,,,,
2025-12-23,9.442999839782715,9.579999923706055,9.383999824523926,9.40999984741211,9.40999984741211,1785429,,,,,,,,
2025-12-24,9.383000373840332,9.449999809265137,9.366999626159668,9.42199993133545,9.42199993133545,494901,,,,,,,,
2025-12-29,9.402999877929688,9.4399995803833,9.335000038146973,9.409000396728516,9.409000396728516,1315783,,,,,,,,
2025-12-30,9.383000373840332,9.517000198364258,9.354000091552734,9.454999923706055,9.454999923706055,1017355,,,,,,,,
