date,open,high,low,close,adj_close,volume
,AMRZ,AMRZ,AMRZ,AMRZ,AMRZ,AMRZ
2025-06-23,51.349998474121094,56.290000915527344,48.29999923706055,51.9900016784668,51.9900016784668,10547900
2025-06-24,52.529998779296875,54.84000015258789,52.11000061035156,53.0,53.0,10567900
2025-06-25,52.70000076293945,52.97999954223633,49.779998779296875,50.25,50.25,6947700
2025-06-26,48.95000076293945,50.029998779296875,48.81999969482422,48.88999938964844,48.88999938964844,4932400
2025-06-27,48.650001525878906,49.470001220703125,48.0099983215332,49.0099983215332,49.0099983215332,4012000
2025-06-30,49.18000030517578,50.38999938964844,49.060001373291016,49.54999923706055,49.54999923706055,3979900
2025-07-01,48.869998931884766,49.73500061035156,48.68000030517578,49.66999816894531,49.66999816894531,2930900
2025-07-02,49.130001068115234,50.0,49.029998779296875,49.95000076293945,49.95000076293945,1934300
2025-07-03,49.65999984741211,50.119998931884766,49.20000076293945,49.88999938964844,49.88999938964844,1638400
2025-07-07,49.97999954223633,50.75,49.79999923706055,50.540000915527344,50.540000915527344,3619300
2025-07-08,50.189998626708984,50.65999984741211,49.869998931884766,50.150001525878906,50.150001525878906,1987300
2025-07-09,50.2400016784668,51.380001068115234,50.13999938964844,51.290000915527344,51.290000915527344,3215600
2025-07-10,50.95000076293945,51.2400016784668,50.65999984741211,50.97999954223633,50.97999954223633,3787900
2025-07-11,50.77000045776367,51.34000015258789,50.29999923706055,50.400001525878906,50.400001525878906,2651300
2025-07-14,50.25,50.59000015258789,50.07099914550781,50.56999969482422,50.56999969482422,1410800
2025-07-15,50.9900016784668,51.27000045776367,50.54999923706055,51.02000045776367,51.02000045776367,2599500
2025-07-16,51.20000076293945,51.20000076293945,50.41999816894531,50.959999084472656,50.959999084472656,3569100
2025-07-17,50.459999084472656,50.77000045776367,50.0099983215332,50.47999954223633,50.47999954223633,3287900
2025-07-18,50.70000076293945,50.70000076293945,49.599998474121094,49.599998474121094,49.599998474121094,2767700
2025-07-21,49.45000076293945,49.880001068115234,49.290000915527344,49.68000030517578,49.68000030517578,2390300
2025-07-22,49.439998626708984,50.560001373291016,49.38999938964844,50.279998779296875,50.279998779296875,2277400
2025-07-23,50.349998474121094,51.720001220703125,50.2400016784668,51.470001220703125,51.470001220703125,4135100
2025-07-24,50.970001220703125,51.279998779296875,50.75,51.130001068115234,51.130001068115234,1850100
2025-07-25,50.959999084472656,51.487998962402344,50.959999084472656,51.34000015258789,51.34000015258789,1278600
2025-07-28,51.400001525878906,51.48500061035156,50.72999954223633,51.130001068115234,51.130001068115234,2008700
2025-07-29,51.810001373291016,52.15999984741211,51.48500061035156,52.04999923706055,52.04999923706055,1791700
2025-07-30,52.43000030517578,52.724998474121094,51.65999984741211,52.02000045776367,52.02000045776367,1646100
2025-07-31,51.06999969482422,51.70000076293945,50.064998626708984,51.119998931884766,51.119998931884766,3412100
2025-08-01,50.619998931884766,51.22999954223633,50.23500061035156,51.0099983215332,51.0099983215332,2282800
2025-08-04,50.720001220703125,50.84000015258789,50.2400016784668,50.779998779296875,50.779998779296875,1971000
