date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'NVDA')","('high', 'NVDA')","('low', 'NVDA')","('close', 'NVDA')","('adj_close', 'NVDA')","('volume', 'NVDA')","('currency', '')"
2020-01-02,5.96875,5.9977498054504395,5.918000221252441,5.9977498054504395,5.971077919006348,237536000,,,,,,,,
2020-01-03,5.877500057220459,5.9457502365112305,5.852499961853027,5.901750087738037,5.8755035400390625,205384000,,,,,,,,
2020-01-06,5.808000087738037,5.9317498207092285,5.781750202178955,5.926499843597412,5.900143623352051,262636000,,,,,,,,
2020-01-07,5.954999923706055,6.044250011444092,5.909749984741211,5.9982500076293945,5.97157621383667,314856000,,,,,,,,
2020-01-08,5.99399995803833,6.051000118255615,5.953750133514404,6.009500026702881,5.982776165008545,277108000,,,,,,,,
2020-01-09,6.096250057220459,6.148250102996826,6.021500110626221,6.075500011444092,6.048481464385986,255112000,,,,,,,,
2020-01-10,6.1832499504089355,6.213749885559082,6.09375,6.107999801635742,6.080837726593018,316296000,,,,,,,,
2020-01-13,6.191500186920166,6.324749946594238,6.168749809265137,6.299499988555908,6.271486759185791,319840000,,,,,,,,
2020-01-14,6.256499767303467,6.2820000648498535,6.168749809265137,6.182000160217285,6.154507160186768,359088000,,,,,,,,
2020-01-15,6.19474983215332,6.217249870300293,6.113249778747559,6.139249801635742,6.111947536468506,263104000,,,,,,,,
2020-01-16,6.192999839782715,6.229249954223633,6.16949987411499,6.223249912261963,6.195574760437012,284192000,,,,,,,,
2020-01-17,6.242499828338623,6.25,6.1842498779296875,6.23199987411499,6.204286098480225,253792000,,,,,,,,
2020-01-21,6.195250034332275,6.232250213623047,6.164249897003174,6.198500156402588,6.170934677124023,217916000,,,,,,,,
2020-01-22,6.24399995803833,6.339749813079834,6.224999904632568,6.252749919891357,6.224942207336426,239240000,,,,,,,,
2020-01-23,6.293000221252441,6.329999923706055,6.203750133514404,6.321499824523926,6.293388366699219,244516000,,,,,,,,
2020-01-24,6.4375,6.487500190734863,6.207499980926514,6.26200008392334,6.234154224395752,373512000,,,,,,,,
2020-01-27,5.955999851226807,6.056250095367432,5.805749893188477,6.005000114440918,5.978296279907227,470536000,,,,,,,,
2020-01-28,6.071249961853027,6.231750011444092,6.017749786376953,6.199250221252441,6.171680927276611,310976000,,,,,,,,
2020-01-29,6.184750080108643,6.2210001945495605,6.098499774932861,6.138500213623047,6.111202716827393,258848000,,,,,,,,
2020-01-30,6.040249824523926,6.158750057220459,5.985000133514404,6.145249843597412,6.117920875549316,290504000,,,,,,,,
2020-01-31,6.099249839782715,6.111249923706055,5.868750095367432,5.910749912261963,5.884464263916016,370420000,,,,,,,,
2020-02-03,5.892499923706055,6.027750015258789,5.886250019073486,6.0082502365112305,5.98153018951416,255564000,,,,,,,,
2020-02-04,6.150750160217285,6.197500228881836,6.100500106811523,6.178249835968018,6.150774955749512,271544000,,,,,,,,
2020-02-05,6.299749851226807,6.309999942779541,6.1852498054504395,6.269000053405762,6.2411208152771,208220000,,,,,,,,
2020-02-06,6.303500175476074,6.356249809265137,6.2220001220703125,6.356249809265137,6.327982425689697,218284000,,,,,,,,
2020-02-07,6.315999984741211,6.338250160217285,6.264249801635742,6.289750099182129,6.26177978515625,189752000,,,,,,,,
2020-02-10,6.3125,6.574999809265137,6.307499885559082,6.574250221252441,6.545014381408691,529608000,,,,,,,,
2020-02-11,6.683000087738037,6.8125,6.6207499504089355,6.697249889373779,6.66746711730957,638556000,,,,,,,,
2020-02-12,6.750249862670898,6.820000171661377,6.711249828338623,6.813499927520752,6.783199787139893,374644000,,,,,,,,
2020-02-13,6.755249977111816,6.836999893188477,6.727749824523926,6.769499778747559,6.739395618438721,528016000,,,,,,,,
2020-02-14,7.18149995803833,7.3742499351501465,7.150000095367432,7.244750022888184,7.212532043457031,1041924000,,,,,,,,
2020-02-18,7.140999794006348,7.432750225067139,7.121500015258789,7.414249897003174,7.381278991699219,620164000,,,,,,,,
2020-02-19,7.53725004196167,7.885250091552734,7.53725004196167,7.867499828338623,7.832512855529785,694332000,,,,,,,,
2020-02-20,7.819250106811523,7.9079999923706055,7.408750057220459,7.71750020980835,7.683180809020996,810052000,,,,,,,,
2020-02-21,7.604750156402588,7.630000114440918,7.266499996185303,7.351749897003174,7.319056987762451,768180000,,,,,,,,
2020-02-24,6.754749774932861,7.046750068664551,6.699999809265137,6.831999778747559,6.801617622375488,856916000,,,,,,,,
2020-02-25,6.90749979019165,6.969749927520752,6.448999881744385,6.551249980926514,6.522115707397461,1055496000,,,,,,,,
2020-02-26,6.551499843597412,6.886250019073486,6.550000190734863,6.691249847412109,6.661494731903076,747732000,,,,,,,,
2020-02-27,6.372499942779541,6.675000190734863,6.222249984741211,6.315000057220459,6.290676116943359,906416000,,,,,,,,
2020-02-28,6.061500072479248,6.811500072479248,6.044750213623047,6.7517499923706055,6.725745677947998,1133252000,,,,,,,,
2020-03-02,6.922500133514404,6.9397501945495605,6.525000095367432,6.910749912261963,6.884133338928223,890744000,,,,,,,,
2020-03-03,6.966750144958496,7.026750087738037,6.561500072479248,6.647250175476074,6.62164831161499,652792000,,,,,,,,
2020-03-04,6.755000114440918,7.122250080108643,6.679999828338623,7.112750053405762,7.085354804992676,597408000,,,,,,,,
2020-03-05,6.912499904632568,7.079999923706055,6.787499904632568,6.832250118255615,6.805935382843018,540328000,,,,,,,,
2020-03-06,6.6519999504089355,6.709750175476074,6.449999809265137,6.651000022888184,6.625382900238037,515412000,,,,,,,,
2020-03-09,5.997499942779541,6.485000133514404,5.954500198364258,6.136000156402588,6.112366676330566,614160000,,,,,,,,
2020-03-10,6.41349983215332,6.5269999504089355,6.149750232696533,6.5269999504089355,6.501862049102783,580648000,,,,,,,,
2020-03-11,6.386499881744385,6.414999961853027,6.0642499923706055,6.161749839782715,6.138017177581787,499964000,,,,,,,,
2020-03-12,5.636499881744385,5.9029998779296875,5.394999980926514,5.407750129699707,5.386921405792236,816540000,,,,,,,,
2020-03-13,5.762499809265137,6.0254998207092285,5.490250110626221,6.020999908447266,5.997808933258057,634836000,,,,,,,,
2020-03-16,5.3102498054504395,5.652500152587891,4.849999904632568,4.909999847412109,4.891088962554932,726972000,,,,,,,,
2020-03-17,5.022749900817871,5.521500110626221,4.775000095367432,5.4317498207092285,5.410830020904541,833632000,,,,,,,,
2020-03-18,5.002500057220459,5.248499870300293,4.517000198364258,5.070499897003174,5.050970554351807,874268000,,,,,,,,
2020-03-19,5.048999786376953,5.41825008392334,4.834750175476074,5.324250221252441,5.3037428855896,765512000,,,,,,,,
2020-03-20,5.474999904632568,5.757999897003174,5.1282501220703125,5.143750190734863,5.123938083648682,804636000,,,,,,,,
2020-03-23,5.142749786376953,5.4120001792907715,4.9629998207092285,5.317249774932861,5.296769618988037,643876000,,,,,,,,
2020-03-24,5.724999904632568,6.316500186920166,5.701250076293945,6.229499816894531,6.205505847930908,1101644000,,,,,,,,
2020-03-25,6.34499979019165,6.545499801635742,6.0914998054504395,6.140500068664551,6.116849422454834,793432000,,,,,,,,
2020-03-26,6.348499774932861,6.555500030517578,6.25,6.431000232696533,6.406230926513672,696108000,,,,,,,,
2020-03-27,6.25,6.578000068664551,6.2170000076293945,6.3182501792907715,6.293915271759033,638828000,,,,,,,,
2020-03-30,6.383999824523926,6.64900016784668,6.339749813079834,6.639750003814697,6.614176273345947,602252000,,,,,,,,
2020-03-31,6.679999828338623,6.885000228881836,6.443749904632568,6.590000152587891,6.5646185874938965,949960000,,,,,,,,
2020-04-01,6.391250133514404,6.538249969482422,6.0320000648498535,6.076749801635742,6.053345680236816,656912000,,,,,,,,
2020-04-02,6.105999946594238,6.400000095367432,6.057750225067139,6.386750221252441,6.362152099609375,675764000,,,,,,,,
